evid	ra	dec	LD	mag
69.000000	64.200000	38.000000	189.000000	-18.642862
70.000000	217.500000	-71.400000	210.000000	-18.282594
71.000000	243.700000	5.500000	65.000000	-18.970093
72.000000	279.200000	3.400000	209.000000	-18.146950
73.000000	210.600000	57.700000	212.000000	-18.709212
74.000000	229.400000	75.600000	58.000000	-19.906927
75.000000	94.800000	55.800000	204.000000	-17.702038
76.000000	324.200000	49.600000	195.000000	-18.772296
77.000000	255.600000	-22.400000	189.000000	-17.348589
78.000000	189.000000	47.300000	148.000000	-18.372764
79.000000	114.500000	58.700000	189.000000	-18.831727
80.000000	141.600000	26.100000	212.000000	-18.462435
81.000000	57.600000	-17.700000	157.000000	-17.608338
82.000000	159.100000	46.500000	191.000000	-18.734964
83.000000	140.600000	22.700000	161.000000	-19.737665
84.000000	100.400000	-36.600000	206.000000	-18.272011
85.000000	269.900000	28.000000	208.000000	-18.922574
86.000000	336.400000	-5.500000	139.000000	-18.981696
87.000000	273.300000	-74.400000	190.000000	-19.471177
88.000000	187.400000	-59.700000	189.000000	-17.363156
89.000000	267.200000	13.700000	215.000000	-18.004908
90.000000	319.700000	35.200000	152.000000	-21.058144
91.000000	13.800000	11.400000	190.000000	-20.116107
92.000000	90.900000	6.900000	205.000000	-20.028612
93.000000	48.200000	-64.400000	210.000000	-17.258608
94.000000	186.400000	-18.700000	159.000000	-20.501884
95.000000	261.000000	-39.800000	153.000000	-20.215400
96.000000	194.100000	-32.900000	75.000000	-21.344866
97.000000	260.800000	-30.800000	72.000000	-20.020726
98.000000	117.800000	30.100000	213.000000	-19.199720
99.000000	286.400000	-8.600000	67.000000	-17.536355
100.000000	169.500000	64.700000	112.000000	-20.799105
101.000000	104.000000	12.900000	107.000000	-18.480906
102.000000	52.100000	-23.100000	218.000000	-21.374881
103.000000	302.800000	37.800000	153.000000	-18.724693
104.000000	135.100000	34.000000	158.000000	-18.795552
105.000000	343.600000	47.200000	139.000000	-17.791528
106.000000	325.600000	44.300000	209.000000	-18.084591
107.000000	93.100000	0.300000	183.000000	-17.076053
108.000000	21.500000	-68.400000	192.000000	-18.346877
109.000000	317.300000	41.800000	148.000000	-19.958566
110.000000	149.200000	15.000000	84.000000	-17.135046
111.000000	147.300000	24.400000	59.000000	-19.458789
112.000000	28.400000	-12.300000	113.000000	-17.384317
113.000000	264.900000	28.300000	113.000000	-19.252198
114.000000	157.100000	-59.300000	191.000000	-18.917166
115.000000	77.000000	-76.500000	180.000000	-19.909642
116.000000	336.900000	35.700000	198.000000	-20.441430
117.000000	202.000000	-22.400000	218.000000	-17.436656
118.000000	42.100000	-6.900000	101.000000	-21.793681
119.000000	190.400000	-45.800000	184.000000	-17.516020
120.000000	342.100000	-24.900000	200.000000	-18.034886
121.000000	203.600000	-19.500000	204.000000	-17.193878
122.000000	14.900000	2.900000	117.000000	-20.172255
123.000000	334.700000	39.700000	207.000000	-17.771084
124.000000	21.900000	73.000000	90.000000	-21.025375
125.000000	181.100000	17.900000	188.000000	-18.261990
126.000000	157.300000	-19.500000	184.000000	-17.490314
127.000000	187.800000	42.000000	198.000000	-18.279287
128.000000	253.500000	1.800000	182.000000	-19.579027
129.000000	145.500000	-14.000000	188.000000	-18.826174
130.000000	190.400000	12.100000	150.000000	-17.210611
131.000000	264.200000	-46.500000	58.000000	-18.429647
132.000000	327.900000	12.900000	84.000000	-18.568108
133.000000	171.100000	60.300000	99.000000	-19.540955
134.000000	188.600000	32.100000	184.000000	-18.140235
135.000000	220.500000	-78.600000	195.000000	-20.255335
136.000000	306.100000	-7.400000	210.000000	-18.294957
137.000000	111.800000	24.800000	212.000000	-17.781418
138.000000	197.100000	3.100000	41.000000	-18.616464
139.000000	155.400000	-10.700000	179.000000	-21.309804
140.000000	146.600000	-52.200000	162.000000	-19.342934
141.000000	207.600000	-51.200000	168.000000	-19.741714
142.000000	217.100000	49.700000	164.000000	-18.855726
143.000000	220.000000	-13.100000	92.000000	-17.557911
144.000000	139.500000	66.400000	185.000000	-19.940492
145.000000	254.700000	0.100000	144.000000	-19.361167
146.000000	298.000000	71.800000	214.000000	-17.559135
147.000000	330.200000	-31.700000	168.000000	-21.027247
148.000000	356.500000	26.800000	135.000000	-20.176652
149.000000	352.700000	-55.600000	146.000000	-20.276760
150.000000	254.800000	32.300000	172.000000	-18.133005
151.000000	181.100000	-33.600000	207.000000	-17.926445
152.000000	34.800000	14.800000	206.000000	-18.849170
153.000000	26.300000	27.700000	114.000000	-21.364822
154.000000	57.200000	-58.000000	169.000000	-17.158910
155.000000	186.000000	39.100000	96.000000	-21.511455
156.000000	88.100000	-21.200000	97.000000	-18.320573
157.000000	33.400000	-19.800000	140.000000	-18.595141
158.000000	89.100000	-31.800000	188.000000	-20.615238
159.000000	261.200000	-7.600000	135.000000	-19.504053
160.000000	355.700000	43.000000	140.000000	-22.092102
161.000000	120.200000	18.600000	167.000000	-20.142741
162.000000	321.400000	52.400000	195.000000	-21.780499
163.000000	90.700000	25.600000	147.000000	-21.248294
164.000000	174.000000	-30.400000	184.000000	-20.479588
165.000000	128.300000	8.500000	218.000000	-20.213997
166.000000	302.900000	40.400000	154.000000	-17.103760
167.000000	157.300000	-6.600000	103.000000	-17.011367
168.000000	333.200000	-13.100000	188.000000	-18.758955
169.000000	139.300000	-29.500000	185.000000	-17.145853
170.000000	227.600000	-52.200000	63.000000	-19.540855
171.000000	125.300000	21.200000	211.000000	-20.645367
172.000000	225.800000	49.400000	123.000000	-17.829439
173.000000	192.200000	59.400000	121.000000	-18.866088
174.000000	114.700000	3.500000	183.000000	-17.505650
175.000000	218.500000	-64.800000	195.000000	-21.113459
176.000000	125.700000	-74.200000	163.000000	-20.340573
177.000000	179.300000	67.700000	134.000000	-20.294566
178.000000	33.300000	-22.100000	135.000000	-18.193725
179.000000	230.000000	-5.700000	211.000000	-17.378154
180.000000	45.900000	30.800000	138.000000	-19.064446
181.000000	250.800000	35.500000	78.000000	-19.602105
182.000000	117.400000	11.900000	184.000000	-17.104636
183.000000	140.300000	79.100000	198.000000	-20.061064
184.000000	318.000000	1.100000	178.000000	-19.370125
185.000000	39.600000	5.800000	185.000000	-19.079325
186.000000	6.000000	-37.800000	209.000000	-17.312221
187.000000	229.500000	31.500000	151.000000	-21.197244
188.000000	318.800000	-2.600000	117.000000	-19.237572
189.000000	233.600000	75.300000	196.000000	-17.808453
190.000000	250.800000	36.900000	166.000000	-18.240855
191.000000	177.700000	-50.700000	206.000000	-18.250165
192.000000	234.400000	56.100000	110.000000	-19.130781
193.000000	214.500000	-16.800000	151.000000	-17.555173
194.000000	61.600000	-10.500000	217.000000	-18.459365
195.000000	23.600000	-51.200000	172.000000	-18.420549
196.000000	128.200000	-62.000000	107.000000	-18.332594
197.000000	126.000000	-18.700000	144.000000	-18.652080
198.000000	23.600000	31.000000	195.000000	-17.540394
199.000000	111.700000	68.800000	214.000000	-19.542455
200.000000	250.600000	8.600000	196.000000	-20.443837
201.000000	101.900000	67.900000	171.000000	-17.864599
202.000000	63.300000	20.700000	106.000000	-17.004106
203.000000	29.500000	49.000000	213.000000	-17.704358
204.000000	24.600000	-4.600000	188.000000	-18.855369
205.000000	113.000000	-41.900000	152.000000	-18.426870
206.000000	356.300000	-29.200000	134.000000	-19.862824
207.000000	267.600000	30.200000	198.000000	-18.548066
208.000000	244.900000	-37.000000	200.000000	-19.492256
209.000000	255.200000	3.000000	179.000000	-18.021376
210.000000	18.500000	-2.400000	156.000000	-20.268312
211.000000	288.900000	-55.400000	206.000000	-18.986627
212.000000	240.600000	43.700000	138.000000	-21.084983
213.000000	165.200000	-77.700000	184.000000	-18.312223
214.000000	232.600000	-2.100000	142.000000	-19.023053
215.000000	339.200000	-63.200000	216.000000	-18.330352
216.000000	287.600000	36.700000	204.000000	-18.958688
217.000000	77.300000	0.600000	132.000000	-17.606480
218.000000	195.600000	36.400000	201.000000	-18.095377
219.000000	313.000000	37.000000	196.000000	-18.480607
220.000000	265.200000	-18.700000	105.000000	-20.060198
221.000000	277.300000	6.100000	165.000000	-17.925659
222.000000	314.900000	-21.200000	163.000000	-18.581160
223.000000	238.600000	-1.500000	206.000000	-17.507231
224.000000	59.600000	46.600000	88.000000	-19.810604
225.000000	286.400000	-1.300000	193.000000	-17.029839
226.000000	31.700000	-37.100000	215.000000	-17.239446
227.000000	74.300000	17.500000	162.000000	-20.007655
228.000000	291.400000	-69.000000	104.000000	-19.563750
229.000000	95.700000	-55.900000	160.000000	-19.868709
230.000000	202.400000	-59.900000	139.000000	-17.585536
231.000000	18.500000	75.000000	190.000000	-18.189881
232.000000	71.900000	-36.100000	190.000000	-21.838410
233.000000	135.400000	-0.100000	194.000000	-17.480199
234.000000	110.500000	-56.600000	145.000000	-20.861718
235.000000	124.500000	61.200000	109.000000	-19.072388
236.000000	188.800000	-55.200000	117.000000	-18.282407
237.000000	75.600000	8.400000	211.000000	-17.955434
238.000000	311.900000	-49.700000	132.000000	-18.606094
239.000000	229.000000	-57.400000	56.000000	-18.978922
240.000000	5.700000	-1.700000	185.000000	-18.599486
241.000000	340.900000	63.200000	181.000000	-19.409613
242.000000	28.800000	-68.300000	162.000000	-17.335421
243.000000	255.000000	-31.000000	181.000000	-22.084321
244.000000	319.700000	18.800000	162.000000	-19.113113
245.000000	212.800000	-63.900000	165.000000	-19.475115
246.000000	340.000000	-59.000000	107.000000	-20.920903
247.000000	19.700000	-16.200000	191.000000	-20.237406
248.000000	343.200000	31.100000	194.000000	-18.244633
249.000000	103.100000	-39.600000	165.000000	-20.081829
250.000000	105.400000	67.400000	169.000000	-17.947882
251.000000	290.500000	9.600000	133.000000	-20.233156
252.000000	296.900000	7.000000	149.000000	-17.319816
253.000000	143.500000	-50.100000	141.000000	-18.079208
254.000000	135.000000	23.100000	97.000000	-17.220234
255.000000	248.600000	6.500000	192.000000	-19.830377
256.000000	61.000000	-30.400000	181.000000	-18.023847
257.000000	299.900000	27.900000	143.000000	-17.331517
258.000000	159.300000	-52.100000	200.000000	-21.833503
259.000000	277.500000	-36.500000	112.000000	-17.430682
260.000000	218.500000	52.500000	156.000000	-17.311694
261.000000	309.900000	-67.500000	211.000000	-17.437208
262.000000	269.400000	-10.100000	196.000000	-17.233916
263.000000	75.100000	-26.000000	168.000000	-19.100156
264.000000	150.800000	-38.200000	191.000000	-17.910929
265.000000	331.400000	-32.600000	58.000000	-18.359759
266.000000	321.400000	-18.100000	208.000000	-19.175487
267.000000	268.400000	-43.200000	137.000000	-19.392743
268.000000	82.800000	-4.400000	157.000000	-17.945772
269.000000	68.200000	-18.700000	203.000000	-17.632708
270.000000	61.200000	8.900000	87.000000	-20.797027
271.000000	222.000000	-11.900000	127.000000	-17.717396
272.000000	11.800000	-39.000000	103.000000	-17.536818
273.000000	192.800000	22.800000	160.000000	-20.549600
274.000000	313.700000	25.100000	218.000000	-21.464387
275.000000	125.700000	-39.600000	203.000000	-18.405385
276.000000	263.000000	54.100000	122.000000	-17.119258
277.000000	124.900000	-66.900000	171.000000	-21.942280
278.000000	310.500000	-69.400000	172.000000	-20.875436
279.000000	116.700000	70.400000	86.000000	-20.421467
280.000000	308.300000	-62.700000	159.000000	-18.325508
281.000000	170.600000	-46.300000	168.000000	-20.021109
282.000000	175.600000	13.500000	216.000000	-17.141134
283.000000	113.200000	-34.600000	87.000000	-17.939674
284.000000	345.200000	18.500000	108.000000	-20.752023
285.000000	148.100000	-47.100000	78.000000	-21.718006
286.000000	198.200000	33.800000	204.000000	-18.777212
287.000000	62.700000	-1.900000	81.000000	-17.808418
288.000000	304.400000	4.600000	178.000000	-18.867235
289.000000	29.200000	66.900000	71.000000	-19.591195
290.000000	253.300000	-3.400000	180.000000	-21.310776
291.000000	261.900000	-27.200000	71.000000	-20.261185
292.000000	57.400000	-35.200000	179.000000	-17.815950
293.000000	273.200000	-2.200000	120.000000	-20.304486
294.000000	323.800000	-11.500000	169.000000	-17.243371
295.000000	237.100000	-34.800000	154.000000	-17.309377
296.000000	217.500000	51.800000	190.000000	-17.198957
297.000000	298.400000	45.800000	196.000000	-18.453995
298.000000	315.100000	-72.600000	199.000000	-19.294351
299.000000	248.900000	-4.600000	147.000000	-20.810330
300.000000	126.000000	-32.300000	218.000000	-18.580716
301.000000	339.500000	-20.500000	158.000000	-17.111954
302.000000	226.100000	27.000000	176.000000	-18.028279
303.000000	71.700000	83.200000	63.000000	-20.169260
304.000000	232.300000	35.700000	167.000000	-19.501848
305.000000	222.700000	-26.300000	141.000000	-19.621402
306.000000	215.100000	-61.300000	79.000000	-20.785317
307.000000	105.800000	-17.200000	189.000000	-21.946084
308.000000	300.200000	46.600000	195.000000	-18.588944
309.000000	331.100000	-41.300000	141.000000	-18.558133
310.000000	266.600000	-9.000000	138.000000	-17.692653
311.000000	16.400000	-18.600000	120.000000	-19.304720
312.000000	161.600000	-19.900000	70.000000	-17.295493
313.000000	355.100000	-2.100000	160.000000	-20.007702
314.000000	54.800000	67.500000	188.000000	-19.215703
315.000000	10.600000	34.500000	199.000000	-18.595583
316.000000	284.600000	-2.000000	157.000000	-19.926252
317.000000	32.600000	9.400000	183.000000	-18.594993
318.000000	25.600000	65.400000	155.000000	-19.153066
319.000000	340.600000	14.800000	157.000000	-18.026955
320.000000	88.400000	29.200000	204.000000	-17.792619
321.000000	210.200000	9.800000	184.000000	-21.474733
322.000000	284.600000	53.700000	175.000000	-17.799047
323.000000	162.400000	19.900000	201.000000	-18.160534
324.000000	133.000000	17.600000	207.000000	-19.233682
325.000000	57.200000	16.700000	96.000000	-17.373191
326.000000	202.800000	-43.900000	176.000000	-21.084963
327.000000	98.000000	-80.600000	166.000000	-17.009253
328.000000	162.900000	-53.000000	121.000000	-21.008866
329.000000	211.100000	19.000000	165.000000	-19.584722
330.000000	294.100000	-3.100000	151.000000	-17.135163
331.000000	56.900000	57.000000	129.000000	-17.632812
332.000000	318.700000	29.100000	186.000000	-18.043143
333.000000	134.300000	-8.500000	190.000000	-18.709909
334.000000	341.500000	-23.900000	193.000000	-20.327580
335.000000	11.800000	78.900000	174.000000	-17.480836
336.000000	130.000000	33.500000	128.000000	-19.482460
337.000000	178.200000	37.000000	196.000000	-18.378245
338.000000	28.400000	-38.000000	208.000000	-18.092486
339.000000	71.900000	-23.700000	127.000000	-17.894549
340.000000	59.900000	-12.700000	175.000000	-21.470546
341.000000	191.000000	13.600000	182.000000	-19.388703
342.000000	182.700000	-51.600000	208.000000	-19.678373
343.000000	351.100000	10.100000	188.000000	-18.397997
344.000000	159.400000	-6.000000	111.000000	-19.442194
345.000000	150.800000	64.800000	211.000000	-21.416664
346.000000	240.400000	-39.800000	54.000000	-22.083412
347.000000	0.500000	-8.000000	136.000000	-18.753170
348.000000	354.700000	-7.100000	167.000000	-17.264096
349.000000	205.800000	38.800000	123.000000	-17.949927
350.000000	106.300000	-49.700000	216.000000	-19.644229
351.000000	169.800000	1.000000	133.000000	-18.974480
352.000000	143.700000	-38.700000	113.000000	-20.229319
353.000000	54.900000	5.200000	85.000000	-18.228761
354.000000	73.500000	40.300000	139.000000	-21.110239
355.000000	218.200000	50.400000	172.000000	-21.841914
356.000000	230.200000	23.500000	202.000000	-20.623739
357.000000	37.600000	42.800000	170.000000	-18.858099
358.000000	263.400000	-7.100000	178.000000	-17.649821
359.000000	339.200000	46.100000	110.000000	-19.569326
360.000000	95.200000	-66.200000	207.000000	-18.062579
361.000000	181.500000	13.800000	196.000000	-18.153475
362.000000	209.500000	8.000000	161.000000	-18.227862
363.000000	295.200000	52.800000	130.000000	-20.395786
364.000000	233.200000	19.800000	62.000000	-19.306441
365.000000	112.300000	28.700000	115.000000	-18.060238
366.000000	191.600000	20.700000	218.000000	-17.742017
367.000000	343.000000	16.700000	135.000000	-18.320877
368.000000	282.900000	23.200000	74.000000	-17.373298
369.000000	175.900000	-44.700000	119.000000	-17.041241
370.000000	335.200000	62.900000	211.000000	-20.571539
371.000000	219.600000	-61.800000	209.000000	-17.187277
372.000000	329.700000	25.500000	187.000000	-17.103090
373.000000	313.400000	-19.700000	207.000000	-18.544110
374.000000	23.200000	-20.700000	209.000000	-18.956829
375.000000	349.600000	-25.800000	187.000000	-17.170072
376.000000	177.400000	26.700000	145.000000	-19.704057
377.000000	66.100000	-41.900000	141.000000	-18.128919
378.000000	194.400000	28.900000	209.000000	-19.348655
379.000000	233.900000	-47.100000	208.000000	-18.227656
380.000000	4.100000	-45.900000	199.000000	-18.611118
381.000000	168.400000	7.600000	125.000000	-17.527459
382.000000	358.400000	-51.700000	180.000000	-18.496744
383.000000	204.200000	-47.200000	68.000000	-19.693772
384.000000	139.700000	45.800000	136.000000	-18.750468
385.000000	239.500000	64.200000	67.000000	-21.018839
386.000000	274.400000	-68.000000	185.000000	-19.153168
387.000000	78.500000	-26.600000	139.000000	-18.822107
388.000000	237.800000	-30.900000	166.000000	-17.192681
389.000000	132.600000	10.900000	175.000000	-17.666342
390.000000	318.000000	21.500000	192.000000	-18.764829
391.000000	354.600000	-14.500000	172.000000	-19.082745
392.000000	154.100000	-13.100000	126.000000	-17.990020
393.000000	109.900000	-22.100000	200.000000	-20.319009
394.000000	110.100000	3.300000	100.000000	-18.194962
395.000000	32.200000	-54.500000	210.000000	-19.115525
396.000000	136.600000	-16.000000	205.000000	-19.002861
397.000000	18.100000	-16.900000	146.000000	-17.201635
398.000000	266.600000	-31.700000	167.000000	-19.114744
399.000000	188.800000	-18.600000	150.000000	-19.626096
400.000000	212.000000	59.700000	212.000000	-21.163536
401.000000	22.400000	-26.500000	87.000000	-19.973069
402.000000	94.600000	-22.100000	200.000000	-20.013123
403.000000	234.500000	-5.200000	89.000000	-18.145233
404.000000	51.700000	27.100000	153.000000	-17.848834
405.000000	171.800000	-75.600000	188.000000	-17.666862
406.000000	121.800000	-16.100000	143.000000	-19.278139
407.000000	93.600000	-1.800000	153.000000	-20.010805
408.000000	139.600000	15.400000	142.000000	-21.609917
409.000000	144.300000	-50.500000	51.000000	-17.685987
410.000000	254.500000	78.200000	183.000000	-20.287538
411.000000	135.600000	-43.500000	188.000000	-18.320067
412.000000	312.600000	-0.100000	205.000000	-20.060585
413.000000	275.800000	29.500000	185.000000	-17.439575
414.000000	13.200000	42.700000	207.000000	-18.535009
415.000000	40.800000	24.100000	134.000000	-17.479024
416.000000	306.100000	73.300000	192.000000	-17.592483
417.000000	282.400000	15.900000	138.000000	-19.152189
418.000000	327.200000	-42.200000	134.000000	-19.614543
419.000000	260.500000	71.200000	126.000000	-19.004079
420.000000	98.600000	32.000000	215.000000	-18.474529
421.000000	156.100000	-6.500000	214.000000	-17.798629
422.000000	149.300000	38.500000	172.000000	-19.698111
423.000000	40.900000	-21.200000	205.000000	-17.424552
424.000000	176.000000	-14.400000	136.000000	-19.101697
425.000000	233.500000	36.000000	200.000000	-20.896737
426.000000	234.000000	-5.700000	193.000000	-20.699327
427.000000	107.200000	40.400000	154.000000	-21.065113
428.000000	312.900000	-12.000000	194.000000	-19.784914
429.000000	163.400000	-54.200000	130.000000	-17.262657
430.000000	134.100000	-13.400000	214.000000	-17.695471
431.000000	320.000000	-45.500000	208.000000	-18.044633
432.000000	100.100000	-27.100000	176.000000	-18.143698
433.000000	76.200000	-14.700000	182.000000	-21.153597
434.000000	110.600000	21.400000	136.000000	-18.553894
435.000000	118.800000	-30.800000	90.000000	-20.076405
436.000000	323.100000	-74.100000	125.000000	-17.667977
437.000000	46.800000	41.400000	174.000000	-17.204187
438.000000	46.900000	9.500000	135.000000	-18.547061
439.000000	157.300000	22.500000	48.000000	-19.972801
440.000000	77.900000	17.000000	112.000000	-18.984449
441.000000	57.700000	2.100000	197.000000	-19.200262
442.000000	136.300000	18.100000	170.000000	-19.076768
443.000000	279.400000	-16.300000	172.000000	-18.968005
444.000000	142.800000	-49.300000	179.000000	-17.721300
445.000000	244.500000	72.100000	210.000000	-21.590018
446.000000	277.000000	-53.100000	199.000000	-18.051936
447.000000	240.500000	-40.300000	166.000000	-21.933298
448.000000	34.400000	-35.800000	142.000000	-18.970564
449.000000	169.200000	17.100000	139.000000	-20.302257
450.000000	108.300000	-29.200000	182.000000	-17.211370
451.000000	83.500000	48.800000	45.000000	-18.119017
452.000000	162.400000	-21.500000	210.000000	-17.161179
453.000000	37.400000	-19.700000	125.000000	-17.746677
454.000000	280.900000	42.700000	120.000000	-20.224603
455.000000	303.100000	15.300000	171.000000	-18.598093
456.000000	278.500000	5.200000	182.000000	-20.852312
457.000000	300.900000	35.000000	112.000000	-17.036337
458.000000	180.800000	0.200000	198.000000	-17.558697
459.000000	76.000000	48.300000	176.000000	-17.686626
460.000000	274.700000	12.800000	190.000000	-18.703134
461.000000	342.700000	-64.200000	170.000000	-18.585770
462.000000	185.000000	-32.400000	143.000000	-17.483706
463.000000	176.400000	-20.600000	203.000000	-17.133881
464.000000	41.200000	-9.300000	216.000000	-17.062566
465.000000	35.300000	14.200000	216.000000	-17.693214
466.000000	171.600000	-25.800000	189.000000	-18.131386
467.000000	248.000000	46.600000	172.000000	-18.602594
468.000000	346.200000	-54.800000	216.000000	-20.232810
469.000000	296.200000	85.800000	202.000000	-21.946198
470.000000	190.500000	-53.600000	167.000000	-20.032638
471.000000	234.500000	0.700000	160.000000	-17.932215
472.000000	54.200000	-7.700000	214.000000	-20.251759
473.000000	359.800000	6.400000	70.000000	-19.736287
474.000000	162.700000	46.100000	201.000000	-17.492030
475.000000	78.200000	25.900000	95.000000	-19.348671
476.000000	234.100000	73.700000	177.000000	-20.311733
477.000000	133.800000	14.900000	40.000000	-20.120688
478.000000	304.100000	58.100000	171.000000	-19.950206
479.000000	160.600000	24.300000	213.000000	-18.419753
480.000000	121.100000	-35.400000	199.000000	-17.134204
481.000000	212.500000	9.100000	209.000000	-20.751026
482.000000	244.500000	2.700000	189.000000	-18.100172
483.000000	155.300000	65.500000	123.000000	-17.514879
484.000000	157.000000	-29.500000	200.000000	-18.726244
485.000000	43.500000	-87.500000	211.000000	-18.809928
486.000000	286.500000	48.400000	178.000000	-17.396771
487.000000	27.500000	-13.500000	205.000000	-17.170374
488.000000	235.700000	24.300000	78.000000	-17.803456
489.000000	154.600000	76.600000	144.000000	-17.296113
490.000000	265.500000	38.000000	169.000000	-19.137214
491.000000	66.000000	-38.200000	132.000000	-20.691820
492.000000	145.900000	-13.100000	193.000000	-18.724979
493.000000	250.000000	-34.900000	122.000000	-17.784173
494.000000	33.400000	-7.100000	105.000000	-17.804073
495.000000	53.300000	-40.500000	88.000000	-19.447912
496.000000	61.300000	7.400000	168.000000	-19.171753
497.000000	193.900000	26.900000	141.000000	-19.052036
498.000000	354.600000	-6.400000	192.000000	-18.617146
499.000000	153.700000	-32.100000	216.000000	-17.540593
500.000000	119.200000	25.500000	139.000000	-18.404616
501.000000	246.200000	32.500000	168.000000	-19.280528
502.000000	123.500000	9.700000	92.000000	-20.628834
503.000000	124.400000	33.800000	124.000000	-18.617066
504.000000	256.400000	22.400000	194.000000	-17.099892
505.000000	278.100000	-81.800000	205.000000	-23.036993
506.000000	53.900000	1.100000	69.000000	-20.691325
507.000000	342.700000	41.600000	110.000000	-17.579094
508.000000	287.200000	33.300000	133.000000	-20.401979
509.000000	340.900000	24.200000	200.000000	-20.371586
510.000000	319.200000	-37.600000	85.000000	-18.123783
511.000000	155.200000	-61.100000	199.000000	-19.447864
512.000000	273.200000	-21.800000	212.000000	-17.094636
513.000000	134.500000	-23.200000	176.000000	-18.882164
514.000000	216.200000	42.400000	214.000000	-21.056377
515.000000	51.000000	-78.500000	148.000000	-18.881716
516.000000	286.700000	-27.000000	176.000000	-17.698849
517.000000	350.600000	13.000000	91.000000	-18.828786
518.000000	353.100000	-24.200000	120.000000	-17.006882
519.000000	284.900000	-2.400000	191.000000	-20.397349
520.000000	169.000000	-9.800000	99.000000	-17.738624
521.000000	287.300000	25.800000	126.000000	-19.642320
522.000000	123.500000	31.600000	203.000000	-20.325634
523.000000	260.700000	-19.100000	179.000000	-20.777734
524.000000	107.600000	-63.200000	218.000000	-18.682503
525.000000	343.700000	-27.400000	103.000000	-18.719007
526.000000	162.800000	-48.900000	195.000000	-18.143998
527.000000	154.700000	22.700000	64.000000	-17.984115
